objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Origin","127095","0","0","0","1","0","0","0","0","0","0","0","3","","71-5","","","","54674899","5.88832","6.58649","2.1639","3893","2097","thing","Origin","2","4","60","60","45","2013","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Matagot","Dutch; English; French; German","2013","Multilingual edition"
"The Original Rummikub","811","0","0","0","1","0","0","0","0","0","0","0","3","","26-2","","","","92648459","6.32614","6.51359","1.7129","1759","47996","thing","Rummikub","2","4","60","60","60","2020","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Czech; German; Hungarian; Slovak","2020","Piatnik GER/HUN/CZE/SLO special edition 2020"
"Ország-Város Betű-Téma","226256","0","0","0","1","0","0","0","0","0","0","0","3","","15-3","","","","96643044","5.60353","6.75559","1.2","9051","429","thing","Password Express","2","10","20","20","15","2018","2,3,4,5,6,7,8,9,10","2,4,6,8","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Granna","Hungarian","2018","Hungarian edition"
"Őrült Lajos király két kastélya között","258036","0","0","0","1","0","0","0","0","0","0","0","3","","65-5","","","","95396132","6.7892","7.22239","2.1883","759","11580","thing","Between Two Castles of Mad King Ludwig","2","7","60","60","45","2018","3,4,5,6,7","6","10+","No necessary in-game text","","","","","","standalone","","Delta Vision Publishing","Hungarian","2018","Hungarian edition"
"Ősidők öröksége","338093","0","0","0","1","0","0","0","0","0","0","0","3","","75-6","","","","116998776","6.45448","7.13672","2.7236","1414","5050","thing","Ancient Knowledge","2","4","75","75","75","2023","2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","IELLO; Reflexshop","Hungarian","2023","Hungarian edition"
"Ősköltészet","312786","0","0","0","1","0","0","0","0","0","0","0","3","","10-3","","","","135696827","6.14415","6.6604","1.1087","2415","11098","thing","Poetry for Neanderthals","2","12","15","15","15","2025","4,5,6,7,8,9,10,12","6,8","8+","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Osztályharc: Az 1917-es forradalmak","241987","0","0","0","1","0","0","0","0","0","0","0","3","","56-4","","","","96609374","6.09444","7.40563","2.25","2640","2164","thing","Dual Powers: Revolution 1917","1","2","60","60","30","2021","1,2","2","10+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2021","Hungarian edition"
"Osztálytalálkozó","215746","0","0","0","1","0","0","0","0","0","0","0","3","","06-1","","","","53764598","0","7.55091","1","0","13","thing","Osztálytalálkozó","3","4","30","30","10","2016","3,4","4","21 and up","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","(Self-Published)","Hungarian","2016","Hungarian edition"
"Othello Classic","2389","0","0","0","1","0","0","0","0","0","0","0","3","","54-1","","","","84988186","5.95517","6.15661","2.0695","3408","15969","thing","Othello","2","2","30","30","30","2018","2","2","8+","No necessary in-game text","","","","","","standalone","","G3; Mega House","Belarusian; Bulgarian; Czech; Estonian; Hungarian; Latvian; Lithuanian; Polish; Romanian; Slovak; Ukrainian","2018","G3 multilingual edition"
"P.I.","129050","0","0","0","1","0","0","0","0","0","0","0","3","","66-2","","","","53665688","6.05128","6.68986","2.2277","2865","2411","thing","P.I.","2","5","60","60","45","2012","2,3,4,5","3","10+","No necessary in-game text","","","","","","standalone","","Treefrog Games","English; French; German","2012","English first edition"
"Pachisi","2136","0","0","0","1","0","0","0","0","0","0","0","3","","35-3
Ki nevet a végén? Star Wars","","","","96776211","4.71724","4.5332","1.1759","29876","10696","thing","Pachisi","2","6","30","30","30","400","2,3,4","4","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Packesel","15505","0","0","0","1","0","0","0","0","0","0","0","3","","19-2
*","","","","53578074","5.44408","4.98496","1","29409","631","thing","The Last Straw","2","4","15","15","15","0","2,3,4","3,4","4–12","No necessary in-game text","","","","","","standalone","","Schmidt Spiele","French; German; Italian","0","Schmidt French/ German/ Italian edition"
"Pagodák kertje","296043","0","0","0","1","0","0","0","0","0","0","0","3","","64-3","","","","117658905","6.07678","6.89999","2.2642","2729","3670","thing","Four Gardens","2","4","45","45","45","2021","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Korea Boardgames; Reflexshop","Hungarian","2021","Hungarian edition"
"Pairish: The Building of Sonnie Village","424772","0","0","0","1","0","0","0","0","0","0","0","3","","29-5","","","","138486425","0","5.31667","0","0","17","thing","Pairish: The Building of Sonnie Village","2","8","20","20","10","2025","","","","","","","","","","standalone","","Boarderia","English","2025","English edition"
"The Palaces of Carrara","348070","0","0","0","1","0","0","0","0","0","0","0","3","","73-4","","","","124702124","5.9799","7.43092","2.6923","3252","2173","thing","The Palaces of Carrara (Second Edition)","2","4","90","90","60","2022","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","Game Brewer","Czech; Hungarian; Italian; Spanish","2022","Multilingual deluxe edition"
"Paleo","300531","0","0","0","1","0","0","0","0","0","0","0","3","","62-4","","","","100900505","7.30964","7.6569","2.6529","229","28915","thing","Paleo","2","4","60","60","45","2020","1,2,3,4","2,3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Z-Man Games","English","2020","English edition, first printing"
"Pandemic","30549","0","0","0","1","0","0","0","0","0","0","0","3","","67-3","","","","53578120","7.40781","7.51708","2.3949","169","222076","thing","Pandemic","2","4","45","45","45","2014","1,2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.","Hungarian","2014","Hungarian edition"
"Pandemic: Bevetésre készen","280789","0","0","0","1","0","0","0","0","0","0","0","3","","67-3","","","","66156491","6.07443","6.55303","2.1228","2738","9448","thing","Pandemic: Rapid Response","2","4","20","20","20","2019","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.; Z-Man Games","Hungarian","2019","Hungarian edition"
"Pandemic: In the Lab","137136","0","0","0","1","0","0","0","0","0","0","0","3","","67-3","","","","53578124","7.10498","7.83244","2.8895","0","22232","thing","Pandemic: In the Lab","1","6","60","60","45","2013","1,2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","Z-Man Games","English","2013","English wooden pawns edition 2013"
"Pandemic: On the Brink","40849","0","0","0","1","0","0","0","0","0","0","0","3","","67-3","","","","53578134","7.69669","8.02982","2.6531","0","53478","thing","Pandemic: On the Brink","2","5","45","45","45","2009","1,2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Z-Man Games","English","2009","English first edition"
"Pandemic: Reign of Cthulhu","192153","0","0","0","1","0","0","0","0","0","0","0","3","","66-3","","","","53767375","6.9582","7.35783","2.1644","543","21286","thing","Reign of Cthulhu","2","4","40","40","40","2016","1,2,3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Z-Man Games","English","2016","English edition"
"Pandemic: Szükségállapot","168703","0","0","0","1","0","0","0","0","0","0","0","3","","67-3","","","","85700960","6.39493","7.56586","2.6531","0","10554","thing","Pandemic: State of Emergency","2","4","45","45","45","2021","1,2,3,4","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","Gém Klub Kft.; Z-Man Games","Hungarian","2021","Hungarian edition"
"Pandemic: The Cure","150658","0","0","0","1","0","0","0","0","0","0","0","3","","66-3","","","","53665591","6.91127","7.23244","2.0643","601","17851","thing","Pandemic: The Cure","2","5","30","30","30","2014","1,2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Z-Man Games","English","2014","English edition"
"Panic Lab","121073","0","0","0","1","0","0","0","0","0","0","0","3","","04-2","","","","53578152","5.73321","6.02651","1.2941","5610","4433","thing","Panic Lab","2","10","30","30","10","2012","2,3,4,5,6,7,8,9","4,5","6+","No necessary in-game text","","","","","","standalone","","Gigamic","Arabic; Croatian; Czech; Danish; Dutch; English; Estonian; Finnish; French; German; Greek; Hungarian; Italian; Korean; Latvian; Lithuanian; Polish; Romanian; Russian; Serbian; Slovenian; Spanish; Swedish; Turkish","2012","Multilingual edition"
"Párizs","282954","0","0","0","1","0","0","0","0","0","0","0","3","","74-4","","","","96453873","6.46321","7.20781","2.7429","1391","6046","thing","Paris","2","4","90","90","90","2020","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","Delta Vision Publishing; Game Brewer","Hungarian","2020","Hungarian edition"
"Párizs: A fények városa","276498","0","0","0","1","0","0","0","0","0","0","0","3","","51-3","","","","96769246","6.70226","7.22845","2.0136","896","12814","thing","Paris: La Cité de la Lumière","2","2","30","30","30","2021","2","2","8+","No necessary in-game text","","","","","","standalone","","Devir; Reflexshop","Hungarian","2021","Hungarian edition"
"Parlamentary","288665","0","0","0","1","0","0","0","0","0","0","0","3","","13-1","","","","64119228","0","5.75","2.5","0","43","thing","Parlamentary","2","6","120","120","60","2019","3,4","4","","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Keller & Mayer","Hungarian","2019","Hungarian edition"
"Páros Játszma","327804","0","0","0","1","0","0","0","0","0","0","0","3","","08-2","","","","96643127","0","6.25","0","0","19","thing","Páros Játszma","2","8","90","90","45","2020","","","","","","","","","","standalone","","Bohéma-Games Kft.","Hungarian","0","Hungarian edition"
"Partiszaurusz","427278","0","0","0","1","0","0","0","0","0","0","0","3","","04-5","","","","135659728","5.62874","6.47381","1.3333","8025","710","thing","Roaring 20s","3","5","30","30","20","2025","3,4","4","","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Partvonal","409581","0","0","0","1","0","0","0","0","0","0","0","3","","72-3","","","","131824588","5.7418","7.132","1.75","5464","1073","thing","Rivages","1","5","30","30","20","2025","1,2,3,4,5","1","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Party Alias","43530","0","0","0","1","0","0","0","0","0","0","0","3","","10-2","","","","53759085","5.64475","6.16729","1.2059","7499","1815","thing","Party Alias","4","24","30","30","30","2009","4,5,6,7,8,9,10,11,12","6,8,9,12","12+","Unplayable in another language","","","","","","standalone","","Tactic","Hungarian","0","Hungarian edition"
"Party Bugs","245700","0","0","0","1","0","0","0","0","0","0","0","3","","06-3","","","","135696987","5.54693","6.23374","1.2","13408","444","thing","Party Bugs","2","6","15","15","15","2018","3,4,5,6","4","6+","","","","","","","standalone","","ABACUSSPIELE","German","2018","German edition"
"Patchwork","163412","0","0","0","1","0","0","0","0","0","0","0","3","","53-4","","","","53578177","7.47455","7.58163","1.599","143","120166","thing","Patchwork","2","2","30","30","15","2015","2","2","6+","No necessary in-game text","","","","","","standalone","","Compaya.hu: Gamer Café Kft.","Hungarian","2015","Hungarian edition"
"Patchwork Doodle","264239","0","0","0","1","0","0","0","0","0","0","0","3","","18-4","","","","128114922","6.01884","6.58246","1.2632","3018","5173","thing","Patchwork Doodle","1","6","20","20","20","2019","1,2,3,4,5,6","2,4","6+","No necessary in-game text","","","","","","standalone","","Lookout Games","German","2019","German edition"
"Patchwork Express","246639","0","0","0","1","0","0","0","0","0","0","0","3","","53-4","","","","111668746","5.97077","6.94114","1.5833","3314","2885","thing","Patchwork Express","2","2","10","10","10","2018","2","2","6+","No necessary in-game text","","","","","","standalone","","Lookout Games","German","2018","German edition"
"Patchwork: Folklore Anden","163412","0","0","0","1","0","0","0","0","0","0","0","3","","53-4","","","","111668788","7.47455","7.58163","1.599","143","120166","thing","Patchwork","2","2","30","30","15","2022","2","2","6+","No necessary in-game text","","","","","","standalone","","Lookout Games","German","2022","German edition"
"Patchwork: Téli kiadás","163412","0","0","0","1","0","0","0","0","0","0","0","3","","53-4","","","","83375190","7.47455","7.58163","1.599","143","120166","thing","Patchwork","2","2","30","30","15","2020","2","2","6+","No necessary in-game text","","","","","","standalone","","Compaya.hu: Gamer Café Kft.","Hungarian","2020","Hungarian edition"
"Patchwork: Valentine's Day Edition","163412","0","0","0","1","0","0","0","0","0","0","0","3","","53-4","","","","91376347","7.47455","7.58163","1.599","143","120166","thing","Patchwork","2","2","30","30","15","2022","2","2","6+","No necessary in-game text","","","","","","standalone","","Lookout Games","English","2022","English edition"
"A Patrióta","440165","0","0","0","1","0","0","0","0","0","0","0","3","","15-4","","","","139964680","0","0","0","0","1","thing","A Patrióta","2","4","40","40","30","2022","","","","","","","","","","standalone","","Múlt-kor","Hungarian","2022","Hungarian"
"Pencil Nose!","268839","0","0","0","1","0","0","0","0","0","0","0","3","","11-2","","","","96770587","5.49481","5.24722","1","26312","110","thing","Pencil Nose!","4","20","30","30","20","2018","","","8","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Pentago","19841","0","0","0","1","0","0","0","0","0","0","0","3","","54-1","","","","128675814","6.01337","6.38676","1.8333","3043","7421","thing","Pentago","2","2","5","5","5","2005","2","2","8+","No necessary in-game text","","","","","","standalone","","Piatnik","(neutral)","0","Piatnik edition"
